clustername_1	name_1	clustername_2	name_2	file_ext	raw_distance	squared_similarity	jaccard_index	dss_index	adjacency_index	raw_dss_non_anchor	raw_dss_anchor	non_anchor_domains	anchor_domains	combined_group	shared_group	parent	class	order	family	genus	species
MMO-110_contigs.fa_antismash_contig00001.region001	MMO-110	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-36_contigs.fa_antismash_contig00007.region001	MMO-36	MMO-44_contigs.fa_antismash_contig00007.region001	MMO-44	NA	1.73472347597681e-17	1	1	1	1	0	0	48	5	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
HN119_contigs.fa_antismash_contig00021.region001	HN119	USMM084_contigs.fa_antismash_contig00014.region001	USMM084	NA	0.0996050238609314	0.810711085796356	0.580645143985748	0.90923398733139	0.631578922271729	0.0394943095743656	0.122098758816719	22	9	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN125_contigs.fa_antismash_contig00001.region001	HN125	MMO-116_contigs.fa_antismash_contig00007.region001	MMO-116	NA	0.0335876047611237	0.933952927589416	0.949999988079071	0.968834578990936	0.857142865657806	0.0311654228717089	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-94_contigs.fa_antismash_contig00012.region001	MMO-94	USMM059_contigs.fa_antismash_contig00004.region001	USMM059	NA	0.128801763057709	0.758986353874207	0.899999976158142	0.870307445526123	0.899999976158142	0.129692539572716	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN110_contigs.fa_antismash_contig00001.region001	HN110	HN124_contigs.fa_antismash_contig00001.region002	HN124	NA	0.207795336842537	0.627588212490082	0.818181812763214	0.79303115606308	0.739130437374115	0.206968829035759	0	22	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN100_contigs.fa_antismash_contig00004.region001	HN100	MMO-126_contigs.fa_antismash_contig00004.region001	MMO-126	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM059_contigs.fa_antismash_contig00009.region001	USMM059	USMM072_contigs.fa_antismash_contig00009.region001	USMM072	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN007_contigs.fa_antismash_contig00004.region001	HN007	MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	NA	0.0818725377321243	0.842958033084869	0.977777779102325	0.91703724861145	0.941176474094391	0.0780034437775612	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN087_contigs.fa_antismash_contig00003.region001	HN087	USMM051_contigs.fa_antismash_contig00003.region001	USMM051	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN007_contigs.fa_antismash_contig00011.region001	HN007	HN176_contigs.fa_antismash_contig00011.region001	HN176	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN065_contigs.fa_antismash_contig00004.region001	HN065	HN124_contigs.fa_antismash_contig00002.region002	HN124	NA	0.111617915332317	0.789222717285156	0.936170220375061	0.888587117195129	0.854545474052429	0.115009099245071	0.0961290970444679	51	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN039_contigs.fa_antismash_contig00003.region001	HN039	USHLN04_contigs.fa_antismash_contig00022.region001	USHLN04	NA	0.139733895659447	0.74005776643753	1	0.85647314786911	0.974358975887299	0.124884948134422	0.163204461336136	38	9	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens
HN100_contigs.fa_antismash_contig00001.region001	HN100	HN124_contigs.fa_antismash_contig00001.region002	HN124	NA	0.207795336842537	0.627588212490082	0.818181812763214	0.79303115606308	0.739130437374115	0.206968829035759	0	22	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN071_contigs.fa_antismash_contig00008.region002	HN071	VD14_contigs.fa_antismash_contig00010.region001	VD14	NA	0.197527259588242	0.643962502479553	0.800000011920929	0.805298388004303	0.666666686534882	0.230988398194313	0.0881092995405197	47	4	NRPS.hserlactone - NRPS.hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
AS139_contigs.fa_antismash_contig00008.region001	AS139	USMM101_contigs.fa_antismash_contig00003.region001	USMM101	NA	0.0830059126019478	0.840878129005432	0.946666657924652	0.917402446269989	0.882352948188782	0.0692772716283798	0.170289486646652	79	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
M51_contigs.fa_antismash_contig00010.region001	M51	MMO-130_contigs.fa_antismash_contig00009.region001	MMO-130	NA	0.115302056074142	0.782690465450287	0.800000011920929	0.890066623687744	0.666666686534882	0.118450105190277	0.0881092995405197	41	4	NRPS.hserlactone - NRPS.hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis
HN110_contigs.fa_antismash_contig00010.region001	HN110	USHLN167_contigs.fa_antismash_contig00014.region001	USHLN167	NA	0.188903242349625	0.65787798166275	0.720930218696594	0.815589189529419	0.638297855854034	0.198981001973152	0.154359817504883	33	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS170_contigs.fa_antismash_contig00004.region001	AS170	HN039_contigs.fa_antismash_contig00003.region003	HN039	NA	0.016337912529707	0.967591106891632	1	0.983156800270081	1	0.0125530874356627	0.0458015277981758	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
USMM055_contigs.fa_antismash_contig00004.region001	USMM055	VD12_contigs.fa_antismash_contig00108.region001	VD12	NA	0.147121369838715	0.727401971817017	0.888888895511627	0.851764917373657	0.888888895511627	0.148235097527504	0	11	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-38_contigs.fa_antismash_contig00009.region001	MMO-38	USMM051_contigs.fa_antismash_contig00002.region001	USMM051	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-89_contigs.fa_antismash_contig00009.region001	MMO-89	USHLN177_contigs.fa_antismash_contig00001.region001	USHLN177	NA	0.282505095005035	0.514798939228058	0.692307710647583	0.720766246318817	0.571428596973419	0.279233753681183	0	24	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-122_contigs.fa_antismash_contig00009.region001	MMO-122	MMO-83_contigs.fa_antismash_contig00002.region001	MMO-83	NA	0.143025442957878	0.734405398368835	0.949999988079071	0.856012046337128	0.857142865657806	0.143987938761711	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM102_contigs.fa_antismash_contig00008.region001	USMM102	USMM105_contigs.fa_antismash_contig00008.region001	USMM105	NA	1.73472347597681e-17	1	1	1	1	0	0	18	0	NAGGN - NAGGN	NAGGN	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas aurantiaca
AS124_contigs.fa_antismash_contig00004.region001	AS124	USMM061_contigs.fa_antismash_contig00003.region001	USMM061	NA	0.0819055289030075	0.842897474765778	0.977777779102325	0.917003273963928	0.941176474094391	0.0780457854270935	0.103213109076023	49	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN124_contigs.fa_antismash_contig00001.region002	HN124	USMM063_contigs.fa_antismash_contig00002.region001	USMM063	NA	0.0335876047611237	0.933952927589416	0.949999988079071	0.968834578990936	0.857142865657806	0.0311654228717089	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN087_contigs.fa_antismash_contig00003.region001	HN087	USMM072_contigs.fa_antismash_contig00003.region001	USMM072	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-120_contigs.fa_antismash_contig00004.region001	MMO-120	USHLN167_contigs.fa_antismash_contig00004.region001	USHLN167	NA	0.24152272939682	0.575287759304047	0.699999988079071	0.762746751308441	0.580645143985748	0.272714257240295	0.0865438282489777	51	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-90_contigs.fa_antismash_contig00011.region001	MMO-90	USHLN167_contigs.fa_antismash_contig00007.region001	USHLN167	NA	0.230096101760864	0.592752039432526	0.800000011920929	0.772347033023834	0.636363625526428	0.227652966976166	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM128_contigs.fa_antismash_contig00001.region002	USMM128	USMM130_contigs.fa_antismash_contig00006.region002	USMM130	NA	0.00498677184805274	0.990051329135895	0.875	0.99872499704361	0.875	0.00127502251416444	0	22	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Erwinia	Erwinia aphidicola
USHLN271_contigs.fa_antismash_contig00001.region001	USHLN271	USMM064_contigs.fa_antismash_contig00004.region001	USMM064	NA	0.22893500328064	0.594541251659393	0.727272748947144	0.772419393062592	0.727272748947144	0.227580606937408	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USHLN158_contigs.fa_antismash_contig00003.region001	USHLN158	USHLN159_contigs.fa_antismash_contig00003.region001	USHLN159	NA	1.73472347597681e-17	1	1	1	1	0	0	80	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
USHLN262_contigs.fa_antismash_contig00001.region001	USHLN262	USMM055_contigs.fa_antismash_contig00004.region001	USMM055	NA	0.22893500328064	0.594541251659393	0.727272748947144	0.772419393062592	0.727272748947144	0.227580606937408	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
HN071_contigs.fa_antismash_contig00008.region001	HN071	VD14_contigs.fa_antismash_contig00010.region001	VD14	NA	0.18790240585804	0.659502506256104	0.738095223903656	0.81688266992569	0.617021262645721	0.210484728217125	0.049701102077961	39	2	NRPS.hserlactone.arylpolyene - arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii
HN091_contigs.fa_antismash_contig00001.region001	HN091	USHLN184_contigs.fa_antismash_contig00002.region001	USHLN184	NA	0.117365658283234	0.77904337644577	0.899999976158142	0.885658621788025	0.727272748947144	0.114341348409653	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
SRR13132389.4.fa_antismash_k141_450757.region001	SRR13132389.4	USMM097_contigs.fa_antismash_contig00004.region001	USMM097	NA	0.0439634956419468	0.914005815982819	1	0.954676806926727	1	0.0453231930732727	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia miricola
HN117_contigs.fa_antismash_contig00004.region001	HN117	USHLN08_contigs.fa_antismash_contig00004.region001	USHLN08	NA	0.00347748841159045	0.993057131767273	1	0.996414959430695	1	0.00335836550220847	0.00511508947238326	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia nevei
HN049_contigs.fa_antismash_contig00004.region001	HN049	HN125_contigs.fa_antismash_contig00002.region001	HN125	NA	0.111617915332317	0.789222717285156	0.936170220375061	0.888587117195129	0.854545474052429	0.115009099245071	0.0961290970444679	51	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
HN007_contigs.fa_antismash_contig00010.region001	HN007	HN073_contigs.fa_antismash_contig00010.region001	HN073	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS170_contigs.fa_antismash_contig00004.region001	AS170	HN079_contigs.fa_antismash_contig00001.region001	HN079	NA	0.14963436126709	0.723121702671051	0.962962985038757	0.848328709602356	0.892857134342194	0.135885119438171	0.258227854967117	27	1	betalactone - betalactone	betalactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia bockelmannii
HN109_contigs.fa_antismash_contig00001.region001	HN109	MMO-37_contigs.fa_antismash_contig00008.region001	MMO-37	NA	0.101508848369122	0.807286322116852	0.949999988079071	0.898812651634216	0.857142865657806	0.101187326014042	0	20	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM062_contigs.fa_antismash_contig00010.region001	USMM062	USMM063_contigs.fa_antismash_contig00009.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-116_contigs.fa_antismash_contig00010.region001	MMO-116	USMM059_contigs.fa_antismash_contig00009.region001	USMM059	NA	0.00418103439733386	0.99165540933609	1	0.995689630508423	1	0	0.015625	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-122_contigs.fa_antismash_contig00001.region001	MMO-122	MMO-38_contigs.fa_antismash_contig00004.region001	MMO-38	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
MMO-84_contigs.fa_antismash_contig00004.region001	MMO-84	VD5_contigs.fa_antismash_contig00003.region001	VD5	NA	0.136574849486351	0.745503008365631	0.739130437374115	0.869013369083405	0.654545426368713	0.13270828127861	0.125104457139969	41	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
MMO-119_contigs.fa_antismash_contig00003.region001	MMO-119	USHLN184_contigs.fa_antismash_contig00001.region003	USHLN184	NA	0.100517824292183	0.809068202972412	0.896551728248596	0.901748180389404	0.791044771671295	0.103370107710361	0.0726602450013161	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN073_contigs.fa_antismash_contig00003.region001	HN073	VD5_contigs.fa_antismash_contig00003.region001	VD5	NA	0.170389637351036	0.688253343105316	0.698113203048706	0.836334645748138	0.569230794906616	0.172474607825279	0.129896506667137	46	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM056_contigs.fa_antismash_contig00018.region001	USMM056	USMM057_contigs.fa_antismash_contig00012.region001	USMM057	NA	1.73472347597681e-17	1	1	1	1	0	0	7	0	NI-siderophore - NI-siderophore	NI-siderophore	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica
HN022_contigs.fa_antismash_contig00003.region001	HN022	USHLN298_contigs.fa_antismash_contig00005.region001	USHLN298	NA	0.113205604255199	0.786404311656952	1	0.883293211460114	1	0.116706810891628	0	10	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
HN109_contigs.fa_antismash_contig00004.region001	HN109	MMO-94_contigs.fa_antismash_contig00004.region001	MMO-94	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USHLN167_contigs.fa_antismash_contig00004.region002	USHLN167	VD12_contigs.fa_antismash_contig00014.region001	VD12	NA	0.189048260450363	0.657642722129822	0.944444417953491	0.808623135089874	0.857142865657806	0.121978238224983	0.246317446231842	19	6	ladderane - ladderane	ladderane	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter mori
AS209_contigs.fa_antismash_contig00019.region001	AS209	USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	NA	0.296354442834854	0.49511706829071	0.702702701091766	0.705613017082214	0.60869562625885	0.314548641443253	0.23222191631794	37	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella ornithinolytica
HN110_contigs.fa_antismash_contig00010.region001	HN110	MMO-37_contigs.fa_antismash_contig00010.region001	MMO-37	NA	0.0331224612891674	0.934852182865143	1	0.965853154659271	1	0.0316143371164799	0.0407947674393654	42	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
USMM054_contigs.fa_antismash_contig00004.region001	USMM054	USMM064_contigs.fa_antismash_contig00004.region001	USMM064	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USMM051_contigs.fa_antismash_contig00004.region001	USMM051	USMM063_contigs.fa_antismash_contig00004.region001	USMM063	NA	1.73472347597681e-17	1	1	1	1	0	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN162_contigs.fa_antismash_contig00002.region001	USHLN162	USMM078_contigs.fa_antismash_contig00004.region001	USMM078	NA	0.223429143428802	0.603062272071838	0.833333313465118	0.774815320968628	0.833333313465118	0.225184679031372	0	25	0	hserlactone - hserlactone.arylpolyene	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea dispersa
MMO-119_contigs.fa_antismash_contig00003.region001	MMO-119	MMO-120_contigs.fa_antismash_contig00004.region001	MMO-120	NA	0.0670470967888832	0.870401084423065	0.977777779102325	0.93232125043869	0.941176474094391	0.0587951838970184	0.103213109076023	48	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN069_contigs.fa_antismash_contig00001.region001	HN069	HN124_contigs.fa_antismash_contig00001.region001	HN124	NA	0.0205475632101297	0.959327101707458	1	0.97881692647934	1	0.0211830548942089	0	12	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
USHLN291_contigs.fa_antismash_contig00020.region001	USHLN291	USMM062_contigs.fa_antismash_contig00005.region001	USMM062	NA	0.166309714317322	0.695039510726929	0.861111104488373	0.836253762245178	0.695652186870575	0.180142283439636	0.109092801809311	40	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei_A
USMM061_contigs.fa_antismash_contig00002.region001	USMM061	USMM062_contigs.fa_antismash_contig00002.region001	USMM062	NA	1.73472347597681e-17	1	1	1	1	0	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
ERR4065CAT_bins.1.fa_antismash_k141_15485.region001	ERR4065CAT_bins.1	MMO-17_contigs.fa_antismash_contig00009.region001	MMO-17	NA	0.173379018902779	0.683302223682404	0.903846144676208	0.827570915222168	0.74193549156189	0.197866290807724	0.127913892269135	56	8	arylpolyene.resorcinol - arylpolyene.resorcinol	arylpolyene.resorcinol	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium cucumeris
MMO-38_contigs.fa_antismash_contig00003.region001	MMO-38	USMM072_contigs.fa_antismash_contig00003.region001	USMM072	NA	2.795066939143e-05	0.999944090843201	1	0.999971210956574	1	3.45781481883023e-05	0	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN109_contigs.fa_antismash_contig00004.region001	HN109	MMO-88_contigs.fa_antismash_contig00004.region001	MMO-88	NA	1.73472347597681e-17	1	1	1	1	0	0	50	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii
AS230_contigs.fa_antismash_contig00004.region001	AS230	HN007_contigs.fa_antismash_contig00010.region001	HN007	NA	0.249243438243866	0.563635408878326	0.682926833629608	0.754651963710785	0.595744669437408	0.27929213643074	0.181702867150307	30	4	arylpolyene - arylpolyene	arylpolyene	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes
AA010_contigs.fa_antismash_contig00001.region003	AA010	MMO-143_contigs.fa_antismash_contig00002.region001	MMO-143	NA	0.120775863528252	0.773035109043121	0.884615361690521	0.880802035331726	0.800000011920929	0.127744272351265	0.0974048525094986	51	5	redox-cofactor.NRP-metallophore.NRPS - redox-cofactor.NRP-metallophore.NRPS	redox-cofactor.NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans
USHLN288_contigs.fa_antismash_contig00001.region001	USHLN288	USHLN292_contigs.fa_antismash_contig00001.region003	USHLN292	NA	1.73472347597681e-17	1	1	1	1	0	0	57	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	Leclercia adecarboxylata
USHLN220_contigs.fa_antismash_contig00002.region003	USHLN220	USHLN228_contigs.fa_antismash_contig00003.region002	USHLN228	NA	0.00919878203421831	0.981687068939209	1	0.990516722202301	1	0.00948328059166669	0	13	0	NI-siderophore - NI-siderophore	NI-siderophore	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria marina
HN059_contigs.fa_antismash_contig00001.region001	HN059	HN067_contigs.fa_antismash_contig00005.region001	HN067	NA	0.0549624711275101	0.893095910549164	1	0.943337678909302	1	0.0566623397171497	0	18	0	NI-siderophore - NI-siderophore	NI-siderophore	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii_H
MMO-37_contigs.fa_antismash_contig00008.region001	MMO-37	USHLN184_contigs.fa_antismash_contig00001.region001	USHLN184	NA	0.0971765518188477	0.815090179443359	0.949999988079071	0.903278946876526	0.857142865657806	0.0967210382223129	0	21	0	hserlactone - hserlactone	hserlactone	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
HN073_contigs.fa_antismash_contig00003.region001	HN073	USHLN179_contigs.fa_antismash_contig00002.region001	USHLN179	NA	0.100517824292183	0.809068202972412	0.896551728248596	0.901748180389404	0.791044771671295	0.103370107710361	0.0726602450013161	60	3	NRP-metallophore.NRPS - NRP-metallophore.NRPS	NRP-metallophore.NRPS	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae_B
