sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,genome_type,junk,internal_id,source_lab,sample_location,sample_source,mosquito_life_stage,mosquito_sex,mosquito_female_feeding_status,mosquito_tissue,mosquito_species,mosquito_strain_lab,sample_source,lab_field_derived,confirmed_growth_media,host_species_non_mosquito,life_stage_non_mosquito,sex_non_mosquito,tissue_non_mosquito,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,n50,avg_coverage,gtdb_domain,gtdb_parent,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
USMM099,contig00002,region001,other,False,[5000:15222],20000.0,"(phosphonates and minimum(1, [2-Hacid_dh_C, Aldedh, Aminotran_1_2, Aminotran_5, AurF, CTP_transf_like, DUF4992, Fe-ADH, HMGL-like, Metallophos_2, NTP_transf_3, NTP_transf_5, PALP, PEP_mutase, TPP_enzyme_C, TPP_enzyme_N, phosphonates]) and not (phosphonatesHydrolase or phosphonatesMeIsocitrateLyase))",phosphonate,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00002,region002,RiPP,False,[10000:10243],20000.0,(PoyD or TIGR03793),proteusin,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00004,region001,RiPP,False,[10000:10543],20000.0,(TIGR04223 or AgrB),cyclic-lactone-autoinducer,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00004,region002,terpene,False,[10000:10873],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00004,region003,NRPS,False,[20000:32064],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00005,region001,other,False,[10000:12134],5000.0,(CntL and CntM),opine-like-metallophore,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM099,contig00006,region001,RiPP,True,[8654:12644],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM099,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,LB,,,,,99.85,0.02,7146083.0,151.0,47325.0,2018189.0,1063137.0,79.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM101,contig00001,region001,RiPP,False,[10000:12167],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM101,contig00002,region001,RiPP,False,[10000:16256],20000.0,((YcaO or TIGR03604) and ((thio_amide and (PF06968 or PF04055 or PF07366)) or Lant_dehydr_C or Lant_dehydr_N or PF07366 or PF06968 or PF04055) or thiostrepton),thiopeptide,1.0,single,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM101,contig00002,region002,other,False,[10000:10612],20000.0,Autoind_synth,hserlactone,1.0,neighbouring,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM101,contig00003,region001,NRPS,False,[20000:32378],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM101,contig00004,region001,terpene,False,[10000:13562],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM101,contig00004,region002,other,False,[5000:7355],20000.0,IucA_IucC,NI-siderophore,1.0,single,Isolate,,USMM101,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,100.0,0.08,4769626.0,52.0,91723.0,1574629.0,582192.0,140.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
USMM102,contig00001,region001,RiPP,False,[9332:11223],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM102,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282457.0,32.0,102576.0,713110.0,614085.0,236.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM102,contig00001,region002,RiPP,False,[10000:12384],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM102,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282457.0,32.0,102576.0,713110.0,614085.0,236.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM102,contig00006,region001,RiPP,False,[5000:5849],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USMM102,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282457.0,32.0,102576.0,713110.0,614085.0,236.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM102,contig00007,region001,terpene,True,[10000:13589],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM102,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282457.0,32.0,102576.0,713110.0,614085.0,236.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM102,contig00008,region001,other,False,[5000:9658],10000.0,((TIGR03104 or cds(GATase_7 and Asn_synthase)) and TIGR03103 and (TIGR03106 or Peptidase_M42)),NAGGN,1.0,single,Isolate,,USMM102,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282457.0,32.0,102576.0,713110.0,614085.0,236.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM103,contig00001,region001,RiPP,False,[9604:11988],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM103,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282053.0,33.0,99456.0,1348893.0,383233.0,199.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM103,contig00001,region002,RiPP,False,[10000:11891],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM103,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282053.0,33.0,99456.0,1348893.0,383233.0,199.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM103,contig00005,region001,RiPP,False,[5000:5849],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USMM103,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282053.0,33.0,99456.0,1348893.0,383233.0,199.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM103,contig00007,region001,terpene,True,[1519:5108],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM103,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282053.0,33.0,99456.0,1348893.0,383233.0,199.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM103,contig00008,region001,other,False,[5000:9658],10000.0,((TIGR03104 or cds(GATase_7 and Asn_synthase)) and TIGR03103 and (TIGR03106 or Peptidase_M42)),NAGGN,1.0,single,Isolate,,USMM103,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Deinocerites_cancer,,mosquito,field,R2A,,,,,100.0,0.49,3282053.0,33.0,99456.0,1348893.0,383233.0,199.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM104,contig00001,region001,RiPP,False,[9332:11331],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM104,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281406.0,29.0,113151.0,1348697.0,604980.0,215.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM104,contig00001,region002,RiPP,False,[10000:12384],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM104,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281406.0,29.0,113151.0,1348697.0,604980.0,215.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM104,contig00002,region001,RiPP,False,[5000:5849],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USMM104,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281406.0,29.0,113151.0,1348697.0,604980.0,215.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM104,contig00006,region001,terpene,True,[1519:5108],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM104,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281406.0,29.0,113151.0,1348697.0,604980.0,215.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM104,contig00007,region001,other,False,[5000:9658],10000.0,((TIGR03104 or cds(GATase_7 and Asn_synthase)) and TIGR03103 and (TIGR03106 or Peptidase_M42)),NAGGN,1.0,single,Isolate,,USMM104,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281406.0,29.0,113151.0,1348697.0,604980.0,215.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM105,contig00001,region001,RiPP,False,[10000:11891],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM105,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281938.0,33.0,99452.0,1305537.0,383230.0,243.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM105,contig00005,region001,RiPP,False,[5000:5849],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193 or (YcaO or TIGR03604)),RiPP-like,1.0,single,Isolate,,USMM105,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281938.0,33.0,99452.0,1305537.0,383230.0,243.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM105,contig00007,region001,terpene,True,[10000:13589],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM105,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281938.0,33.0,99452.0,1305537.0,383230.0,243.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM105,contig00008,region001,other,False,[5000:9658],10000.0,((TIGR03104 or cds(GATase_7 and Asn_synthase)) and TIGR03103 and (TIGR03106 or Peptidase_M42)),NAGGN,1.0,single,Isolate,,USMM105,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281938.0,33.0,99452.0,1305537.0,383230.0,243.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM105,contig00010,region001,RiPP,False,[10000:12384],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM105,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,100.0,0.49,3281938.0,33.0,99452.0,1305537.0,383230.0,243.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas aurantiaca
USMM108,contig00001,region001,PKS,False,[20000:21161],20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00001,region002,NRPS,False,[20000:23714],0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00003,region001,RiPP,False,[10000:10543],20000.0,(TIGR04223 or AgrB),cyclic-lactone-autoinducer,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00003,region002,terpene,False,[10000:10873],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00003,region003,NRPS,False,[20000:32064],30000.0,(VibH_like or Cy_tandem or (cds(Condensation and AMP-binding) and ((IBH_Asp and not SBH_Asp) or IBH_His or TBH_Asp or CyanoBH_Asp1 or CyanoBH_Asp2 or IPL or SalSyn or (EntA and EntC) or (GrbD and GrbE) or (FbnL and FbnM) or PvdO or PvdP or (Orn_monoox and not (KtzT or MetRS-like)) or Lys_monoox or VbsL))),NRP-metallophore,1.0,chemical_hybrid,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00004,region001,RiPP,False,[10000:10243],20000.0,(PoyD or TIGR03793),proteusin,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00004,region002,other,False,[5000:15222],20000.0,"(phosphonates and minimum(1, [2-Hacid_dh_C, Aldedh, Aminotran_1_2, Aminotran_5, AurF, CTP_transf_like, DUF4992, Fe-ADH, HMGL-like, Metallophos_2, NTP_transf_3, NTP_transf_5, PALP, PEP_mutase, TPP_enzyme_C, TPP_enzyme_N, phosphonates]) and not (phosphonatesHydrolase or phosphonatesMeIsocitrateLyase))",phosphonate,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00006,region001,other,False,[10000:12134],5000.0,(CntL and CntM),opine-like-metallophore,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM108,contig00007,region001,RiPP,True,[10000:13990],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,Isolate,,USMM108,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,LB,,,,,99.85,0.02,7220706.0,142.0,50850.0,2018189.0,828770.0,93.0,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis
USMM111,contig00002,region001,terpene,False,[10000:13577],20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,Isolate,,USMM111,Caragata_Eric,"Vero_Beach,FL,USA;North_America",mosquito,adults,female,non_blood_fed,whole_body,Culex_nigripalpus,,mosquito,field,R2A,,,,,99.68,0.32,3172193.0,16.0,198262.0,1142652.0,613407.0,200.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas nasdae_A
