sampleID,contignumber,regionnumber,category,contig_edge,core_location,cutoff,detection_rule,product,protocluster_number,kind,internal_id,sequencing_run,seq_sumission_date,data_return_date,plate_location,internal_date_received,external_id,source_lab,isolate_name,genus_predicted,species_predicted,isolation_date,lat_lon,isolate_source,comments,antibiotics_pr_partial_resistance,confirmed_media_for_growth,source,location_country,life_stage,sex,feeding_status,tissue,mosquito_species,mosquito_strain,lab_field,identity_via_wgs_kraken2,percent_28,species,percent_30,x31,qc_pass,completeness,contamination,genome_size_bp,number_contigs,mean_contig_length_bp,longest_contig_bp,gc,number_predicted_genes,n50,total_reads,avg_coverage,gtdb_domain,gtdb_parent,gtbd_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,fastani_reference,fastani_ani,fastani_af,==...
USMM134,contig00085,region001,other,True,[5308:9926],10000.0,((TIGR03104 or cds(GATase_7 and Asn_synthase)) and TIGR03103 and (TIGR03106 or Peptidase_M42)),NAGGN,1.0,single,USMM134,UW-3,8/23/22,09/09/2022,B8,11/03/2021,AQ2B 9/27,"Lampe, David",,Pseudomonas,taiwanensis,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Pseudomonas,96.83,unclassified/sp. BJP69,26.48,,Pass,99.61,4.19,5843601.0,311.0,18789.0,304347.0,62.2,5482.0,92788.0,4222788.0,107.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E juntendi,GCF_009932375.1,98.05,0.83,
USMM135,contig00001,region001,terpene,False,[774658:775483](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM135,UW-3,8/23/22,09/09/2022,C8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.69,unclassified,28.02,,Pass,99.34,0.0,3220347.0,82.0,39272.0,992712.0,47.1,3340.0,731011.0,3578449.0,165.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.62,0.94,
USMM135,contig00001,region002,RiPP,False,[961348:966734],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,USMM135,UW-3,8/23/22,09/09/2022,C8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.69,unclassified,28.02,,Pass,99.34,0.0,3220347.0,82.0,39272.0,992712.0,47.1,3340.0,731011.0,3578449.0,165.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.62,0.94,
USMM135,contig00002,region001,other,False,[224176:227453],20000.0,IucA_IucC,siderophore,1.0,single,USMM135,UW-3,8/23/22,09/09/2022,C8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.69,unclassified,28.02,,Pass,99.34,0.0,3220347.0,82.0,39272.0,992712.0,47.1,3340.0,731011.0,3578449.0,165.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.62,0.94,
USMM135,contig00002,region002,terpene,False,[649884:650718](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM135,UW-3,8/23/22,09/09/2022,C8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.69,unclassified,28.02,,Pass,99.34,0.0,3220347.0,82.0,39272.0,992712.0,47.1,3340.0,731011.0,3578449.0,165.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.62,0.94,
USMM136,contig00001,region001,terpene,False,[774657:775482](-),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM136,UW-3,8/23/22,09/09/2022,D8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.77,unclassified,27.61,,Pass,99.34,0.0,3221787.0,92.0,35019.0,992255.0,47.1,3345.0,731012.0,3729964.0,172.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.68,0.94,
USMM136,contig00001,region002,RiPP,False,[961346:966732],10000.0,(PF13471 and Asn_synthase or micJ25 or mcjC),lassopeptide,1.0,single,USMM136,UW-3,8/23/22,09/09/2022,D8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.77,unclassified,27.61,,Pass,99.34,0.0,3221787.0,92.0,35019.0,992255.0,47.1,3345.0,731012.0,3729964.0,172.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.68,0.94,
USMM136,contig00002,region001,terpene,False,[80293:81127](+),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM136,UW-3,8/23/22,09/09/2022,D8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.77,unclassified,27.61,,Pass,99.34,0.0,3221787.0,92.0,35019.0,992255.0,47.1,3345.0,731012.0,3729964.0,172.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.68,0.94,
USMM136,contig00002,region002,other,False,[503559:506836],20000.0,IucA_IucC,siderophore,1.0,single,USMM136,UW-3,8/23/22,09/09/2022,D8,11/03/2021,AQ2C 9/27,"Lampe, David",,Exiguobacterium,acetylicum,8/18/12,,Anopheles quadrimaculatus,Grows at 28¬∞C,,LB,,,,,,,Anopheles quadrimaculatus,,,Exiguobacterium,97.77,unclassified,27.61,,Pass,99.34,0.0,3221787.0,92.0,35019.0,992255.0,47.1,3345.0,731012.0,3729964.0,172.0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A acetylicum,GCF_000702605.1,98.68,0.94,
USMM236,contig00001,region001,PKS,False,[205351:210466](+),20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00001,region002,NRPS,False,[328378:338728](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00001,region003,terpene,False,[459724:460543](+),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00001,region004,RiPP,False,[738977:741859],20000.0,"(cds(PF04055 and (TIGR04085 or SPASM)) and (TIGR02111 or TIGR03966) and minimum(1, [Bottromycin_Methyltransferase_RRE, Cyanobactin_D_RRE, Cytolysin_C_RRE, Goadsporin_CD_RRE, Heterocycloanthracin_C_RRE, Lanthipeptide_LanB_RRE, Lasso_Fused_RRE, Mycofactocin_RRE, NHLP_CD_RRE, Other_Sactipeptide_rSAM_RRE, Pantocin_Microcin_RRE, Plantazolicin_C_RRE, PlpY_RRE, PqqD_RRE, Proteusin_Epimerase_RRE, Proteusin_Methyltransferase_RRE, Quinohemoprotein_rSAM_RRE, Ranthipeptide_rSAM_RRE, Stand_Alone_Lasso_RRE, Streptide_RRE, Subtilosin_rSAM_RRE, Thiaglutamate_B_RRE, Thiaglutamate_G_RRE, Thiaglutamate_I_RRE, Thiopeptide_F_RRE, Thuricin_rSAM_RRE, Thurincin_rSAM_RRE, Trifolitoxin_RRE]))",redox-cofactor,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00001,region005,RiPP,False,[1015499:1016297](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00002,region001,PKS,False,[60551:61766](-),20000.0,(Chal_sti_synt_C or Chal_sti_synt_N),T3PKS,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00002,region002,RiPP,False,[281583:282453](+),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00002,region003,other,False,[958321:958711](+),20000.0,ectoine_synt,ectoine,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00003,region001,NRPS,False,[98040:109305](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,chemical_hybrid,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00003,region002,NRPS,False,[338908:342817](-),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00003,region003,NRPS,False,[433517:442067](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00006,region001,NRPS,False,[172832:176141](+),0.0,cds((PP-binding or NAD_binding_4) and (AMP-binding or A-OX)),NRPS-like,1.0,neighbouring,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00007,region001,terpene,False,[146255:147335](+),20000.0,(Terpene_synth or Terpene_synth_C or phytoene_synt or Lycopene_cycl or terpene_cyclase or NapT7 or fung_ggpps or fung_ggpps2 or trichodiene_synth or TRI5),terpene,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM236,contig00008,region001,RiPP,False,[128450:129347](-),20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USMM236,UW-3,8/23/22,09/09/2022,H9,11/23/21,TW4,"Short,Sarah",20160923-Tsukamurella,Tsukamurella,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Tsukmurella,75.29,tyrosinosolvens,43.15,,Pass,99.46,0.52,4981933.0,34.0,146527.0,1153815.0,71.2,4873.0,612942.0,4558579.0,135.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,,,,,True
USMM241,contig00001,region001,PKS,False,[135712:141823](-),20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00001,region002,PKS,False,[296372:301316](-),20000.0,cds(PKS_AT and (PKS_KS or ene_KS or mod_KS or hyb_KS or itr_KS or tra_KS)),T1PKS,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00001,region003,RiPP,False,[435100:445197],20000.0,((((goadsporin_like or PF00881 or TIGR03605) and (YcaO or TIGR03882 or TIGR03604)) or TIGR03603 or TIGR03602) and not cyanobactin_synth),LAP,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00001,region004,RiPP,False,[617012:618943],20000.0,(strepbact or Antimicrobial14 or Bacteriocin_IId or BacteriocIIc_cy or Bacteriocin_II or Bacteriocin_IIi or Lactococcin or Antimicrobial17 or Lactococcin_972 or Bacteriocin_IIc or LcnG-beta or Cloacin or Linocin_M18 or TIGR03651 or TIGR03693 or TIGR03601 or TIGR03795 or TIGR03975 or DUF692 or TIGR01193),RiPP-like,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00001,region005,RiPP,False,[1008624:1011207](-),20000.0,(micKC and not PKS_KS),lanthipeptide-class-iii,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00002,region001,other,False,[181995:182883](-),20000.0,AfsA,butyrolactone,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00003,region001,NRPS,False,[190057:206752](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00003,region002,NRPS,True,[590657:594551](+),5000.0,(AMP-binding and PP-binding and TIGR02353),NAPAA,1.0,single,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00005,region001,NRPS,False,[218446:232732](+),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
USMM241,contig00005,region002,NRPS,True,[303869:330446](-),20000.0,cds(Condensation and (AMP-binding or A-OX)),NRPS,1.0,neighbouring,USMM241,UW-3,8/23/22,09/09/2022,A10,11/23/21,TW1,"Short,Sarah",20160923-Rhodococcus,Rhodococcus,-,9/23/16,"39.28907725599146, -76.5893576340384",habitat,Grows at 28¬∞C,,LB;Grows at 28°C,larval water,"Baltimore, MD",,,,,,,field,Rhodococcus,89.92,gingshengii,12.06,,Pass,99.94,1.23,7165772.0,115.0,62311.0,1073602.0,62.4,7021.0,294101.0,4236796.0,87.0,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Rhodococcus,Rhodococcus qingshengii,GCF_001646745.1,98.48,0.84,True
